Crop_Year,Annual_Rainfall,Fertilizer,Pesticide,N_SOIL,P_SOIL,K_SOIL,pH_SOIL,Crop_encoded,Season_encoded,State_encoded
2009,969.9,432088.86,471.41,155.25,16.650000000000002,214.01666666666665,6.391666666666667,43,1,9
2001,1550.0,5140713.55,13087.1,79.5,9.633333333333336,247.64545454545456,6.481818181818182,39,2,4
2001,1672.5,1331775.2,3390.4,83.85,13.6,204.85,6.516666666666667,15,1,20
2015,1024.9,174490.55,364.65,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,11,3,12
2005,1353.3,2808526.4,4918.2,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,4,2,28
2019,899.2,14353467.92,30919.79,120.1923076923077,18.884615384615383,270.11538461538464,7.4,19,1,0
2012,1098.3,1354033.2,2783.49,117.625,22.5,241.4,7.275,40,2,21
2004,2939.5,2426816.0,4704.0,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,44,1,1
2000,1213.3,134828837.7,357089.72,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,20,2,12
2014,605.6,7728548.16,16894.68,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,17,3,7
2007,1095.4,246123.0,295.2,155.25,16.650000000000002,214.01666666666665,6.391666666666667,38,1,9
2016,1460.5,2339974.25,5344.15,83.85,13.6,204.85,6.516666666666667,52,3,20
2000,723.3,7336538.61,19430.58,89.1,16.663636363636364,285.64,7.612727272727272,46,4,14
2007,1323.3,211305.6,253.44,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,2,3,12
2015,874.0,1929186.47,4031.61,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,27,1,3
2013,1216.9,735020.63,1373.49,155.25,16.650000000000002,214.01666666666665,6.391666666666667,34,1,9
2006,2454.7,1258454.34,2167.88,138.75,15.25,161.16666666666666,5.141666666666667,40,2,17
2003,1353.9,54825417.92,132936.96,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,40,0,3
2003,1648.2,13514729.2,32769.6,83.85,13.6,204.85,6.516666666666667,1,1,20
2010,629.2,3181006.5,4596.0,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,36,2,3
2018,986.2,29610258.8,63893.9,97.22368421052632,17.86842105263158,247.7,7.605263157894737,20,1,24
2009,1434.5875,467.46,0.51,117.625,22.5,241.4,7.275,34,1,21
2015,3870.8,1051522.69,2197.47,138.75,15.25,161.16666666666666,5.141666666666667,21,1,17
2017,2664.8,6152755.2,14850.4,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,6,4,13
2009,904.1,48615.84,53.04,89.1,16.663636363636364,285.64,7.612727272727272,50,4,14
2015,940.7,220897772.4,461631.72,120.1923076923077,18.884615384615383,270.11538461538464,7.4,40,1,0
2002,4355.3,2177.41,5.75,138.75,15.25,161.16666666666666,5.141666666666667,8,1,17
2009,1317.2,4494783.72,4903.82,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,9,4,29
2012,956.2,7283036.8,14971.76,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,41,2,12
2018,2012.6,11516.2,24.85,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,2,1,29
2013,452.2,58229470.0,108810.0,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,2,1,8
2002,458.4,41238252.0,108900.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,53,2,7
2007,1042.2,17208.6,20.64,147.775,19.15,222.65,6.784999999999999,25,2,10
2009,889.3,13972691.04,15244.24,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,39,2,3
2010,639.2,1604954.82,2318.88,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,24,1,8
2018,1372.7,313046.0,675.5,136.125,9.975,204.4,5.2125,26,1,19
2004,1052.0,7518796.0,14574.0,96.375,16.125,289.9888888888889,7.563888888888889,17,3,15
2000,935.6,8196409.64,21707.92,120.1923076923077,18.884615384615383,270.11538461538464,7.4,38,1,0
2018,792.8,23922878.0,51621.5,92.64,12.646666666666668,211.60533333333333,7.617333333333333,20,1,27
2004,366.4,758380.0,1470.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,2,1,22
2003,962.3,13263.32,32.16,116.8181818181818,20.727272727272727,236.3,7.654545454545455,1,1,5
2003,1112.6,36163233.82,87686.16,155.25,16.650000000000002,214.01666666666665,6.391666666666667,53,2,9
2014,1278.4,94048.08,205.59,147.775,19.15,222.65,6.784999999999999,13,1,10
2015,596.7,93696056.41,195805.83,92.64,12.646666666666668,211.60533333333333,7.617333333333333,39,2,27
1997,1852.9,480227.82,1564.26,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,44,4,29
2014,911.3,13438610.16,29376.93,97.22368421052632,17.86842105263158,247.7,7.605263157894737,7,4,24
1998,1855.0,121524.0,356.7,141.1875,15.4375,160.54999999999998,5.6125,13,3,16
2012,2050.2,30914.0,63.55,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,1,1,18
2007,2154.1,348040.6,417.44,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,49,4,2
2000,874.4,86488751.7,229062.6,92.64,12.646666666666668,211.60533333333333,7.617333333333333,2,1,27
2010,1319.8,305310.18,441.12,155.25,16.650000000000002,214.01666666666665,6.391666666666667,34,1,9
2019,1031.7,1417020.0,3052.5,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,2,2,25
2019,899.2,1166937.44,2513.78,120.1923076923077,18.884615384615383,270.11538461538464,7.4,47,2,0
2004,1219.6,1602348.6,3105.9,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,39,2,28
2010,856.3,12704425.02,18355.68,89.1,16.663636363636364,285.64,7.612727272727272,37,4,14
2019,1420.3,1545.84,3.33,79.5,9.633333333333336,247.64545454545456,6.481818181818182,50,4,4
2019,1593.9,2736136.8,5894.1,83.85,13.6,204.85,6.516666666666667,47,2,20
2004,2536.9,6917942.36,13409.34,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,53,2,2
2009,928.5,9111730.32,9940.92,97.22368421052632,17.86842105263158,247.7,7.605263157894737,13,4,24
2011,926.5,2651339.04,5222.91,97.22368421052632,17.86842105263158,247.7,7.605263157894737,2,2,24
1997,1266.7,85455141.57,278355.51,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,38,1,12
2007,1257.2,43928620.0,52688.0,96.375,16.125,289.9888888888889,7.563888888888889,17,1,15
2000,935.6,18037853.97,47772.66,120.1923076923077,18.884615384615383,270.11538461538464,7.4,13,1,0
2010,1297.0,871080.84,1258.56,120.1923076923077,18.884615384615383,270.11538461538464,7.4,38,2,0
2013,1409.8,508590351.0,950373.0,96.375,16.125,289.9888888888889,7.563888888888889,45,1,15
1998,1260.8,659292.4,1935.17,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,39,1,12
2014,1287.4,1919758.32,4196.61,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,34,1,28
2009,1434.5875,1869.84,2.04,117.625,22.5,241.4,7.275,38,1,21
2003,1734.3,1088.78,2.64,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,23,2,28
2015,2334.4,663222.0,1386.0,113.625,8.825,166.5375,5.4375,1,1,26
2009,2821.5,45655.26,49.81,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,38,1,13
2013,1939.9,59204633.01,110632.23,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,37,2,29
2014,3046.4,724608.0,1584.0,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,15,4,13
2002,1973.6,1409162.95,3721.25,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,13,4,2
2008,1390.1,40623.36,25.56,147.775,19.15,222.65,6.784999999999999,16,2,10
2015,584.3,49493415.48,103431.24,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,18,4,7
2016,1580.9,8806817.75,20113.45,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,44,1,28
2001,955.0,11154025.82,28395.64,89.1,16.663636363636364,285.64,7.612727272727272,29,1,14
2000,723.3,215090.47,569.66,89.1,16.663636363636364,285.64,7.612727272727272,20,2,14
2009,1321.0,1029191.1,1122.85,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,13,3,12
2011,1533.561905,1051858.08,2072.07,141.1875,15.4375,160.54999999999998,5.6125,3,4,16
2008,1363.7,1363314.24,857.79,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,19,1,28
2015,1717.0,7206222.85,15059.55,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,24,0,29
2017,1279.1,33062.4,79.8,147.775,19.15,222.65,6.784999999999999,25,1,10
2003,2499.5,190536.5,462.0,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,32,2,18
2007,4702.0,4349373.6,5216.64,138.75,15.25,161.16666666666666,5.141666666666667,40,0,17
2015,940.7,3565134.07,7450.41,120.1923076923077,18.884615384615383,270.11538461538464,7.4,19,2,0
2000,2437.5,104551.05,276.9,113.625,8.825,166.5375,5.4375,53,2,26
2014,687.6,12831.6,28.05,120.1923076923077,18.884615384615383,270.11538461538464,7.4,41,1,0
2010,2578.5,11452786.17,16547.28,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,0,2,2
2020,1313.947826,38334.78,73.26,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,24,3,28
1999,1166.5,58265370.0,148230.0,96.375,16.125,289.9888888888889,7.563888888888889,52,1,15
2019,1593.9,5152800.0,11100.0,83.85,13.6,204.85,6.516666666666667,51,1,20
2007,1095.4,209571.4,251.36,155.25,16.650000000000002,214.01666666666665,6.391666666666667,23,2,9
2009,371.3,436607640.0,476340.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,40,1,22
2017,1111.7,9083658.24,21924.48,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,47,2,12
2014,1483.5,2676218.88,5850.24,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,46,4,29
2013,1348.7,575648.16,1075.68,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,31,1,25
2007,1067.2,5101216.0,6118.4,97.22368421052632,17.86842105263158,247.7,7.605263157894737,44,1,24
2019,1555.8,689272.88,1484.81,96.375,16.125,289.9888888888889,7.563888888888889,43,3,15
2000,383.7,346245.59,917.02,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,43,1,8
2015,875.7,35450795.0,74085.0,96.375,16.125,289.9888888888889,7.563888888888889,17,1,15
2014,987.5,102652.8,224.4,141.1875,15.4375,160.54999999999998,5.6125,16,2,16
2002,648.1,7546240.37,19927.75,120.1923076923077,18.884615384615383,270.11538461538464,7.4,2,1,0
2012,1296.6,27144.0,55.8,136.125,9.975,204.4,5.2125,20,1,19
2003,1163.0,55148587.62,133720.56,89.1,16.663636363636364,285.64,7.612727272727272,11,1,14
2001,1532.0,247154.6,629.2,136.125,9.975,204.4,5.2125,43,1,19
2005,1650.1,102411.68,179.34,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,34,1,29
2019,1324.1,35210.8,75.85,147.775,19.15,222.65,6.784999999999999,38,1,10
1999,2201.8,31271629.02,79556.58,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,40,3,2
2014,1061.0,37999047.36,83066.28,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,24,2,3
1998,1260.8,412292.4,1210.17,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,37,2,12
2019,3119.2,32806.16,70.67,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,14,4,13
2003,2782.2,44244.06,107.28,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,51,4,1
2000,2157.7,2581969.17,6838.26,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,30,4,1
2004,1219.6,89163.82,172.83,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,16,2,28
2015,747.9,4926318.27,10295.01,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,20,2,25
2008,1434.5875,2002.56,1.26,117.625,22.5,241.4,7.275,38,3,21
2013,1193.8,433.47,0.81,147.775,19.15,222.65,6.784999999999999,15,2,10
2016,1296.3,17180704.25,39238.15,110.20833333333331,10.8,163.25833333333333,6.033333333333334,53,2,11
2000,1965.5,2627814.56,6959.68,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,46,4,2
2006,329.3,707896.53,1219.46,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,8,1,8
2007,4702.0,12272.8,14.72,138.75,15.25,161.16666666666666,5.141666666666667,46,4,17
2018,1102.2,453190044.0,977907.0,89.1,16.663636363636364,285.64,7.612727272727272,40,1,14
2017,1722.1,299136.0,722.0,136.125,9.975,204.4,5.2125,26,1,19
2015,596.7,90010752.83,188104.29,92.64,12.646666666666668,211.60533333333333,7.617333333333333,52,1,27
2011,1743.4,2587681.44,5097.51,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,51,4,2
2013,3642.6,1145516.72,2140.56,137.25,12.5,153.55,6.15,32,2,6
2002,1001.4,158288.24,418.0,79.5,9.633333333333336,247.64545454545456,6.481818181818182,42,4,4
2008,3114.3,232153.92,146.07,138.75,15.25,161.16666666666666,5.141666666666667,43,1,17
2008,1560.1,163494.72,102.87,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,43,0,29
2011,1178.986364,128558030.9,253248.27,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,1,1,12
2015,2334.4,162331.48,339.24,113.625,8.825,166.5375,5.4375,27,2,26
2011,4083.104545,152610.72,300.63,138.75,15.25,161.16666666666666,5.141666666666667,5,4,17
2008,1363.7,1590604.8,1000.8,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,34,1,28
2016,1795.8,2098758.75,4793.25,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,26,1,29
2016,2933.7,190489.75,435.05,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,32,2,1
2010,1352.0,25913.16,37.44,147.775,19.15,222.65,6.784999999999999,42,1,10
2013,1632.4,241153.81,450.63,83.85,13.6,204.85,6.516666666666667,17,5,20
2000,989.5,32416519.36,85854.08,147.775,19.15,222.65,6.784999999999999,24,1,10
2001,1550.0,7614710.67,19385.34,79.5,9.633333333333336,247.64545454545456,6.481818181818182,29,1,4
2001,1824.7,507483.97,1291.94,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,26,1,2
2007,1095.4,573486.6,687.84,155.25,16.650000000000002,214.01666666666665,6.391666666666667,14,2,9
2016,902.8,170260.75,388.85,147.775,19.15,222.65,6.784999999999999,28,1,10
2002,1102.8,1154311.31,3048.25,83.85,13.6,204.85,6.516666666666667,39,2,20
2002,1102.8,2500234.7,6602.5,83.85,13.6,204.85,6.516666666666667,31,4,20
2017,1780.0,525849.6,1269.2,141.1875,15.4375,160.54999999999998,5.6125,17,1,16
2008,1912.1,392930.88,247.23,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,54,1,18
2008,891.6,93883874.88,59071.23,92.64,12.646666666666668,211.60533333333333,7.617333333333333,39,2,27
2004,484.6,1708305.12,3311.28,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,24,1,8
2011,1097.1,15131411.52,29807.58,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,39,2,3
2001,955.0,2316819.05,5898.1,89.1,16.663636363636364,285.64,7.612727272727272,14,4,14
2018,1515.5,515309.4,1111.95,79.5,9.633333333333336,247.64545454545456,6.481818181818182,27,2,4
2019,1031.7,10289798.08,22165.96,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,27,1,25
2009,1434.5875,155.82,0.17,117.625,22.5,241.4,7.275,44,1,21
2009,2004.2,150366.3,164.05,113.625,8.825,166.5375,5.4375,11,1,26
2007,1769.0,20010.0,24.0,136.125,9.975,204.4,5.2125,11,1,19
2000,874.4,89131193.59,236061.02,92.64,12.646666666666668,211.60533333333333,7.617333333333333,24,1,27
2016,2475.3,490400.0,1120.0,113.625,8.825,166.5375,5.4375,36,2,26
2015,2949.1,458570.64,958.32,139.5,15.800000000000002,266.53333333333336,5.416666666666667,52,1,23
2002,1536.6,170406.0,450.0,136.125,9.975,204.4,5.2125,34,1,19
2010,1352.0,25913.16,37.44,147.775,19.15,222.65,6.784999999999999,54,1,10
2011,2439.340909,26468.16,52.14,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,11,1,18
2016,1373.9,49945707.5,114068.5,155.25,16.650000000000002,214.01666666666665,6.391666666666667,53,2,9
2006,590.5,255675.42,440.44,92.64,12.646666666666668,211.60533333333333,7.617333333333333,3,4,27
2011,1544.354545,509260.8,1003.2,136.125,9.975,204.4,5.2125,21,1,19
2001,1672.5,21703748.43,55252.86,83.85,13.6,204.85,6.516666666666667,27,1,20
2019,1031.7,50599980.72,109000.89,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,1,1,25
2013,740.9,1315436.96,2458.08,97.22368421052632,17.86842105263158,247.7,7.605263157894737,31,1,24
2008,3114.3,113573.76,71.46,138.75,15.25,161.16666666666666,5.141666666666667,1,1,17
2002,1629.1,2624631.08,6931.0,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,24,1,29
2005,907.8,25431794.16,44535.33,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,24,2,3
2016,2296.8,114018.0,260.4,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,8,1,2
2017,2098.563636,23301.12,56.24,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,50,4,2
2013,1235.6,38149405.72,71287.56,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,40,3,12
2002,860.8,41844.14,110.5,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,2,3,12
2008,1117.9,7035422.4,4426.65,79.5,9.633333333333336,247.64545454545456,6.481818181818182,1,1,4
2018,2989.7,15528912.84,33508.7515,111.17857142857144,26.285714285714285,149.66428571428574,5.878571428571428,0,4,13
2011,2585.486364,418800.0,825.0,139.5,15.800000000000002,266.53333333333336,5.416666666666667,53,2,23
2008,1390.1,1573.44,0.99,147.775,19.15,222.65,6.784999999999999,52,2,10
2017,1722.1,388876.8,938.6,136.125,9.975,204.4,5.2125,54,1,19
2017,1124.5,5484264.96,13236.92,79.5,9.633333333333336,247.64545454545456,6.481818181818182,46,4,4
2016,1580.9,2145.5,4.9,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,54,1,28
2015,1308.3,53689.4,112.2,136.125,9.975,204.4,5.2125,47,1,19
2013,1451.4,38954070.53,72791.19,89.1,16.663636363636364,285.64,7.612727272727272,43,4,14
2015,584.3,10299048.11,21522.93,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,52,1,7
2013,1418.3,3612.25,6.75,79.5,9.633333333333336,247.64545454545456,6.481818181818182,9,4,4
2013,1062.3,22084863.03,41268.69,120.1923076923077,18.884615384615383,270.11538461538464,7.4,46,4,0
2002,933.2,12212.43,32.25,147.775,19.15,222.65,6.784999999999999,20,1,10
2012,1116.7,5428.8,11.16,147.775,19.15,222.65,6.784999999999999,4,1,10
2011,777.4,364356.0,717.75,92.64,12.646666666666668,211.60533333333333,7.617333333333333,3,3,27
2016,1147.2,642270.75,1466.85,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,12,2,12
2017,1129.5,1116879.36,2695.72,96.375,16.125,289.9888888888889,7.563888888888889,33,2,15
1999,2147.4,651107.55,1656.45,113.625,8.825,166.5375,5.4375,27,4,26
2010,1096.0,67498632.39,97523.76,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,37,2,29
2001,1532.0,1838340.0,4680.0,136.125,9.975,204.4,5.2125,45,1,19
2015,875.7,4958374.0,10362.0,96.375,16.125,289.9888888888889,7.563888888888889,40,3,15
2017,4472.3,1553775.36,3750.22,138.75,15.25,161.16666666666666,5.141666666666667,39,2,17
2013,1235.6,1760466.16,3289.68,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,8,1,12
2007,1600.2,3018308.4,3620.16,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,26,1,3
2006,927.9,13277753.28,22872.96,97.22368421052632,17.86842105263158,247.7,7.605263157894737,7,4,24
2009,711.0,3789854.04,4134.74,120.1923076923077,18.884615384615383,270.11538461538464,7.4,44,1,0
2007,1600.2,333766.8,400.32,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,14,4,3
2003,1648.2,507668.42,1230.96,83.85,13.6,204.85,6.516666666666667,53,2,20
2003,1648.2,81163.6,196.8,83.85,13.6,204.85,6.516666666666667,47,1,20
1999,667.1,3608.42,9.18,147.775,19.15,222.65,6.784999999999999,4,1,10
2011,1346.2,4977689.28,9805.62,83.85,13.6,204.85,6.516666666666667,52,0,20
2018,1419.1,7532405.8,16253.65,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,47,2,12
1998,2354.4,1060025.2,3111.41,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,51,4,2
2000,1213.3,1170579.08,3100.24,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,52,2,12
2012,1366.8,56248.4,115.63,79.5,9.633333333333336,247.64545454545456,6.481818181818182,2,1,4
2015,874.0,9374642.97,19591.11,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,16,2,3
2019,1324.1,7766643.68,16730.66,147.775,19.15,222.65,6.784999999999999,39,2,10
2012,460.6,10782200.0,22165.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,37,4,7
2016,912.4,275696.75,629.65,97.22368421052632,17.86842105263158,247.7,7.605263157894737,50,4,24
2005,1292.7,543717.28,952.14,79.5,9.633333333333336,247.64545454545456,6.481818181818182,31,4,4
2004,1117.7,981127.04,1901.76,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,24,3,12
2000,1413.4,1501019.3,3975.4,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,25,2,28
2016,942.6,6810736.5,15554.7,93.74242424242424,19.848484848484848,290.56060606060606,7.724242424242425,8,1,25
2008,1363.7,1573.44,0.99,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,50,4,28
2006,1178.9,1618979.67,2788.94,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,25,2,28
2017,1112.0,330830403.8,798498.18,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,53,2,3
2018,2169.1,94562.6,204.05,113.625,8.825,166.5375,5.4375,44,1,26
2010,1419.0,2162586.09,3124.56,118.03846153846152,18.615384615384617,263.5153846153846,6.6692307692307695,34,1,28
2004,1147.8,11287836.26,21879.69,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,46,4,3
2012,3006.9,449384.0,923.8,139.5,15.800000000000002,266.53333333333336,5.416666666666667,44,1,23
2014,987.5,996336.0,2178.0,141.1875,15.4375,160.54999999999998,5.6125,24,2,16
2003,1643.7,5206150.04,12623.52,79.5,9.633333333333336,247.64545454545456,6.481818181818182,19,1,4
2004,484.6,1161296.46,2250.99,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,28,1,8
2008,1434.5875,143.04,0.09,117.625,22.5,241.4,7.275,13,1,21
2005,1292.7,29103025.04,50964.27,79.5,9.633333333333336,247.64545454545456,6.481818181818182,16,2,4
2005,566.7,316828640.0,554820.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,40,1,22
1998,1855.0,7904.0,23.2,141.1875,15.4375,160.54999999999998,5.6125,31,2,16
2008,895.0,28933702.08,18204.93,89.1,16.663636363636364,285.64,7.612727272727272,17,1,14
2002,1102.8,605888.0,1600.0,83.85,13.6,204.85,6.516666666666667,8,2,20
2011,887.6,2177.76,4.29,147.775,19.15,222.65,6.784999999999999,51,1,10
2018,1052.2,14273.6,30.8,155.25,16.650000000000002,214.01666666666665,6.391666666666667,2,1,9
2006,845.2,1301364.9,2241.8,120.1923076923077,18.884615384615383,270.11538461538464,7.4,34,1,0
2005,1364.1,1006248.72,1762.11,97.22368421052632,17.86842105263158,247.7,7.605263157894737,8,1,24
1999,2201.8,3089125.91,7858.89,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,46,4,2
2017,970.9,1061145.6,2561.2,97.22368421052632,17.86842105263158,247.7,7.605263157894737,0,4,24
2014,301.3,1071816.0,2343.0,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,47,1,8
2016,710.5,29659851.75,67738.65,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,52,1,7
2002,315.9,6432921.17,16987.75,97.22368421052632,17.86842105263158,247.7,7.605263157894737,49,4,24
2006,1786.5,2653175.25,4570.5,147.775,19.15,222.65,6.784999999999999,2,1,10
2001,2013.1,218558.2,556.4,141.1875,15.4375,160.54999999999998,5.6125,15,1,16
2011,861.9,42429465.6,83582.4,120.1923076923077,18.884615384615383,270.11538461538464,7.4,8,1,0
2015,2310.8,188702.45,394.35,134.5909090909091,8.799999999999999,132.04545454545453,5.263636363636364,12,1,18
2016,2933.7,1191518.75,2721.25,157.67307692307693,17.20769230769231,203.49615384615385,5.1038461538461535,15,4,1
2010,2578.5,10343171.37,14944.08,160.64285714285714,11.01142857142857,148.80285714285716,5.248571428571428,21,1,2
2006,1317.2,6429687.66,11076.12,79.5,9.633333333333336,247.64545454545456,6.481818181818182,19,1,4
2003,592.3,429177.28,1040.64,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,19,1,8
2013,995.2,23861801.05,44589.15,92.64,12.646666666666668,211.60533333333333,7.617333333333333,20,1,27
2005,942.4,8790136.0,15393.0,109.22727272727272,17.151515151515152,240.4727272727273,7.663636363636364,31,4,7
2000,383.7,637417.81,1688.18,96.38636363636364,14.909090909090908,219.5090909090909,7.831818181818182,25,2,8
2008,1197.7,3067492.8,1930.05,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,52,1,3
2014,3484.4,16756.56,36.63,138.75,15.25,161.16666666666666,5.141666666666667,46,4,17
2017,497.5,482553600.0,1164700.0,99.17391304347828,17.08695652173913,255.6478260869565,7.739130434782608,40,1,22
2016,1298.9,374389.75,855.05,79.5,9.633333333333336,247.64545454545456,6.481818181818182,48,4,4
2011,926.5,17479371.84,34432.86,97.22368421052632,17.86842105263158,247.7,7.605263157894737,24,2,24
2011,852.6,30488.64,60.06,89.1,16.663636363636364,285.64,7.612727272727272,50,4,14
2018,792.8,8193533.0,17680.25,92.64,12.646666666666668,211.60533333333333,7.617333333333333,27,1,27
2008,1295.2,26951930.08,16958.0097,110.20833333333331,10.8,163.25833333333333,6.033333333333334,40,0,11
2005,751.9,97171895.52,170164.26,92.64,12.646666666666668,211.60533333333333,7.617333333333333,24,1,27
2007,1246.2,2534.6,3.04,79.5,9.633333333333336,247.64545454545456,6.481818181818182,50,4,4
1998,2152.5,122018.0,358.15,92.93478260869566,13.173913043478262,199.7695652173913,6.891304347826087,44,2,29
2002,1105.8,210262.07,555.25,87.76315789473684,8.776315789473685,183.41315789473683,7.418421052631579,14,4,3
2017,1582.4,227500.8,549.1,117.625,22.5,241.4,7.275,46,1,21
2018,1419.1,4602425.0,9931.25,120.38709677419357,19.161290322580644,259.4935483870968,7.212903225806452,34,1,12
1999,1144.9,350971.91,892.89,155.25,16.650000000000002,214.01666666666665,6.391666666666667,19,1,9
2000,874.4,28163598.62,74590.36,92.64,12.646666666666668,211.60533333333333,7.617333333333333,4,2,27
